machine_id,machine_type,timestep,temperature,vibration,pressure,voltage,current,rpm,operating_hours,health_status
M-021,CNC Lathe,99,83.34,4.565,5.61,358.38,31.81,1239.2,6087.3,Critical
M-021,CNC Lathe,100,83.61,4.863,5.51,358.21,31.85,1221.8,6095.8,Critical
M-022,Induction Motor,1,60.32,1.171,4.61,395.89,12.21,1496.8,1063.4,Healthy
M-022,Induction Motor,2,57.81,1.409,4.69,396.62,12.68,1499.8,1071.9,Healthy
M-022,Induction Motor,3,60.29,1.385,4.69,392.48,12.01,1510.9,1080.4,Healthy
M-022,Induction Motor,4,56.76,1.349,4.74,395.44,12.18,1499.2,1088.9,Healthy
M-022,Induction Motor,5,59.29,1.37,4.55,397.85,12.82,1497.1,1097.4,Healthy
M-022,Induction Motor,6,58.05,1.303,4.6,396.64,11.97,1492.0,1105.9,Healthy
M-022,Induction Motor,7,60.33,1.479,4.56,392.96,13.47,1504.5,1114.4,Healthy
M-022,Induction Motor,8,59.39,1.47,4.61,397.37,12.38,1498.9,1122.9,Healthy
M-022,Induction Motor,9,59.58,1.192,4.82,393.75,11.84,1496.5,1131.4,Healthy
M-022,Induction Motor,10,58.56,1.36,4.69,397.62,12.61,1495.8,1139.9,Healthy
M-022,Induction Motor,11,59.77,1.415,4.45,396.77,11.81,1514.5,1148.4,Healthy
M-022,Induction Motor,12,59.23,1.344,4.54,394.37,13.12,1505.7,1156.9,Healthy
M-022,Induction Motor,13,57.85,1.547,4.74,395.07,12.43,1498.1,1165.4,Healthy
M-022,Induction Motor,14,62.08,1.271,4.64,394.77,11.82,1515.7,1173.9,Healthy
M-022,Induction Motor,15,58.3,1.393,4.45,394.83,12.47,1491.6,1182.4,Healthy
M-022,Induction Motor,16,60.42,1.334,4.74,398.35,12.11,1498.8,1190.9,Healthy
M-022,Induction Motor,17,59.93,1.44,4.62,396.01,12.24,1499.1,1199.4,Healthy
M-022,Induction Motor,18,61.27,1.444,4.69,397.08,12.27,1500.7,1207.9,Healthy
M-022,Induction Motor,19,58.41,1.518,4.34,395.46,12.72,1487.3,1216.4,Healthy
M-022,Induction Motor,20,60.19,1.284,4.58,397.52,12.39,1481.9,1224.9,Healthy
M-022,Induction Motor,21,58.54,1.483,4.67,399.13,12.91,1495.5,1233.4,Healthy
M-022,Induction Motor,22,62.72,1.369,4.53,394.36,11.53,1511.1,1241.9,Healthy
M-022,Induction Motor,23,61.63,1.244,4.6,395.82,11.98,1484.2,1250.4,Healthy
M-022,Induction Motor,24,59.46,1.328,4.58,396.08,12.82,1495.8,1258.9,Healthy
M-022,Induction Motor,25,59.92,1.453,4.68,394.4,12.35,1502.6,1267.4,Healthy
M-022,Induction Motor,26,58.36,1.518,4.76,394.19,12.39,1503.3,1275.9,Healthy
M-022,Induction Motor,27,59.06,1.424,4.64,392.69,12.48,1489.4,1284.4,Healthy
M-022,Induction Motor,28,60.84,1.286,4.61,398.38,12.49,1489.6,1292.9,Healthy
M-022,Induction Motor,29,58.5,1.294,4.66,396.35,12.03,1488.9,1301.4,Healthy
M-022,Induction Motor,30,60.05,1.344,4.84,395.7,12.96,1488.8,1309.9,Healthy
M-022,Induction Motor,31,57.83,1.232,4.74,399.14,12.05,1494.5,1318.4,Healthy
M-022,Induction Motor,32,58.31,1.149,4.69,396.08,12.32,1487.0,1326.9,Healthy
M-022,Induction Motor,33,61.68,1.306,4.67,392.72,12.25,1500.5,1335.4,Healthy
M-022,Induction Motor,34,60.11,1.385,4.67,393.37,12.39,1499.1,1343.9,Healthy
M-022,Induction Motor,35,59.99,1.375,4.49,393.0,11.55,1504.7,1352.4,Healthy
M-022,Induction Motor,36,60.71,1.467,4.65,391.36,11.96,1499.6,1360.9,Healthy
M-022,Induction Motor,37,59.88,1.339,4.66,395.65,12.36,1493.1,1369.4,Healthy
M-022,Induction Motor,38,60.89,1.314,4.49,394.09,12.2,1506.1,1377.9,Healthy
M-022,Induction Motor,39,59.66,1.344,4.5,397.2,12.09,1497.4,1386.4,Healthy
M-022,Induction Motor,40,61.49,1.427,4.46,392.09,12.3,1488.5,1394.9,Healthy
M-022,Induction Motor,41,60.49,1.371,4.64,394.22,12.93,1520.9,1403.4,Healthy
M-022,Induction Motor,42,59.38,1.408,4.63,395.11,12.03,1489.5,1411.9,Healthy
M-022,Induction Motor,43,58.35,1.415,4.57,390.47,12.48,1497.9,1420.4,Healthy
M-022,Induction Motor,44,61.33,1.411,4.47,391.17,12.07,1493.2,1428.9,Healthy
M-022,Induction Motor,45,60.85,1.365,4.73,392.98,12.66,1504.0,1437.4,Healthy
M-022,Induction Motor,46,57.29,1.525,4.63,396.41,12.02,1508.4,1445.9,Healthy
M-022,Induction Motor,47,58.29,1.466,4.7,393.68,13.01,1500.0,1454.4,Healthy
M-022,Induction Motor,48,60.5,1.183,4.83,393.18,12.68,1490.2,1462.9,Healthy
M-022,Induction Motor,49,58.97,1.461,4.72,393.09,12.7,1506.6,1471.4,Healthy
M-022,Induction Motor,50,58.59,1.558,4.48,394.38,12.49,1491.4,1479.9,Healthy
M-022,Induction Motor,51,60.03,1.395,4.6,397.3,12.24,1500.0,1488.4,Healthy
M-022,Induction Motor,52,61.09,1.461,4.7,393.33,12.5,1491.2,1496.9,Healthy
M-022,Induction Motor,53,58.18,1.358,4.53,397.21,12.61,1483.0,1505.4,Healthy
M-022,Induction Motor,54,58.72,1.191,4.58,396.54,12.24,1493.5,1513.9,Healthy
M-022,Induction Motor,55,61.27,1.09,4.75,394.54,12.29,1494.0,1522.4,Healthy
M-022,Induction Motor,56,61.57,1.218,4.62,396.69,11.76,1490.8,1530.9,Healthy
M-022,Induction Motor,57,59.54,1.26,4.54,394.93,12.55,1495.5,1539.4,Healthy
M-022,Induction Motor,58,61.01,1.246,4.5,399.48,12.09,1487.7,1547.9,Healthy
M-022,Induction Motor,59,57.62,1.495,4.59,395.12,12.26,1506.3,1556.4,Healthy
M-022,Induction Motor,60,59.5,1.647,4.63,397.75,12.6,1497.9,1564.9,Healthy
M-022,Induction Motor,61,59.01,1.406,4.67,394.49,12.38,1508.1,1573.4,Healthy
M-022,Induction Motor,62,62.2,1.469,4.81,394.37,12.57,1508.9,1581.9,Healthy
M-022,Induction Motor,63,58.64,1.308,4.8,393.68,11.85,1510.4,1590.4,Healthy
M-022,Induction Motor,64,61.15,1.418,4.62,394.75,12.42,1510.8,1598.9,Healthy
M-022,Induction Motor,65,60.0,1.626,4.53,395.59,12.19,1489.5,1607.4,Healthy
M-022,Induction Motor,66,59.53,1.416,4.67,399.97,12.48,1507.4,1615.9,Healthy
M-022,Induction Motor,67,59.79,1.567,4.86,396.69,11.97,1493.8,1624.4,Healthy
M-022,Induction Motor,68,60.05,1.421,4.69,396.55,12.32,1493.1,1632.9,Healthy
M-022,Induction Motor,69,60.2,1.589,4.72,396.7,12.68,1495.2,1641.4,Healthy
M-022,Induction Motor,70,59.1,1.276,4.61,394.79,12.74,1494.4,1649.9,Healthy
M-022,Induction Motor,71,58.75,1.599,4.58,395.94,12.48,1489.1,1658.4,Healthy
M-022,Induction Motor,72,61.2,1.443,4.78,394.27,12.35,1498.5,1666.9,Healthy
M-022,Induction Motor,73,60.03,1.192,4.63,392.78,12.45,1481.2,1675.4,Healthy
M-022,Induction Motor,74,57.49,1.464,4.57,393.65,12.77,1500.8,1683.9,Healthy
M-022,Induction Motor,75,60.76,1.346,4.89,394.42,12.93,1497.7,1692.4,Healthy
M-022,Induction Motor,76,57.73,1.424,4.65,393.53,12.0,1498.0,1700.9,Healthy
M-022,Induction Motor,77,60.13,1.07,4.73,394.64,11.85,1505.7,1709.4,Healthy
M-022,Induction Motor,78,59.69,1.512,4.67,395.63,12.27,1502.1,1717.9,Healthy
M-022,Induction Motor,79,59.22,1.264,4.68,395.34,12.33,1506.9,1726.4,Healthy
M-022,Induction Motor,80,59.58,1.368,4.56,396.49,12.44,1505.4,1734.9,Healthy
M-022,Induction Motor,81,59.02,1.311,4.7,396.14,12.0,1508.6,1743.4,Healthy
M-022,Induction Motor,82,57.68,1.46,4.49,399.4,11.78,1507.4,1751.9,Healthy
M-022,Induction Motor,83,59.62,1.322,4.64,396.89,12.0,1491.7,1760.4,Healthy
M-022,Induction Motor,84,60.49,1.161,4.56,401.71,11.98,1507.4,1768.9,Healthy
M-022,Induction Motor,85,59.01,1.427,4.69,397.89,12.25,1514.1,1777.4,Healthy
M-022,Induction Motor,86,59.01,1.394,4.65,393.39,12.22,1499.5,1785.9,Healthy
M-022,Induction Motor,87,59.2,1.659,4.54,397.99,12.62,1498.1,1794.4,Healthy
M-022,Induction Motor,88,58.68,1.274,4.57,392.06,11.97,1486.3,1802.9,Healthy
M-022,Induction Motor,89,61.33,1.44,4.7,396.81,12.38,1509.9,1811.4,Healthy
M-022,Induction Motor,90,58.98,1.379,4.7,392.99,13.4,1498.4,1819.9,Healthy
M-022,Induction Motor,91,59.88,1.517,4.71,395.71,12.37,1486.2,1828.4,Healthy
M-022,Induction Motor,92,59.05,1.428,4.67,398.07,12.28,1487.1,1836.9,Healthy
M-022,Induction Motor,93,60.98,1.538,4.71,395.3,12.69,1525.6,1845.4,Healthy
M-022,Induction Motor,94,59.85,1.209,4.56,396.88,11.76,1499.6,1853.9,Healthy
M-022,Induction Motor,95,60.17,1.55,4.75,397.36,11.56,1505.6,1862.4,Healthy
M-022,Induction Motor,96,60.56,1.397,4.45,394.08,11.91,1482.1,1870.9,Healthy
M-022,Induction Motor,97,59.71,1.27,4.88,395.29,12.77,1485.6,1879.4,Healthy
M-022,Induction Motor,98,59.08,1.378,4.53,394.79,12.24,1496.3,1887.9,Healthy
M-022,Induction Motor,99,61.94,1.412,4.67,396.71,12.53,1497.5,1896.4,Healthy
M-022,Induction Motor,100,59.33,1.386,4.74,397.88,12.24,1504.3,1904.9,Healthy
M-023,Hydraulic Pump,1,62.64,1.09,4.85,389.72,15.9,1516.8,2056.8,Healthy
M-023,Hydraulic Pump,2,62.68,1.164,4.88,392.78,15.22,1499.1,2065.3,Healthy
M-023,Hydraulic Pump,3,62.35,1.225,4.86,391.87,15.39,1518.0,2073.8,Healthy
M-023,Hydraulic Pump,4,63.82,1.287,4.71,393.62,15.42,1505.2,2082.3,Healthy
M-023,Hydraulic Pump,5,62.64,1.224,4.79,387.75,14.74,1500.0,2090.8,Healthy
M-023,Hydraulic Pump,6,60.24,1.082,4.95,392.22,14.79,1501.7,2099.3,Healthy
M-023,Hydraulic Pump,7,64.08,1.36,4.84,393.59,14.86,1509.0,2107.8,Healthy
M-023,Hydraulic Pump,8,60.83,1.172,4.83,387.87,15.34,1513.3,2116.3,Healthy
M-023,Hydraulic Pump,9,63.82,1.496,4.87,391.12,14.57,1510.4,2124.8,Healthy
M-023,Hydraulic Pump,10,63.28,1.053,4.81,391.27,15.32,1514.1,2133.3,Healthy
M-023,Hydraulic Pump,11,61.96,1.24,4.89,390.88,14.98,1512.9,2141.8,Healthy
M-023,Hydraulic Pump,12,62.39,1.072,4.97,389.07,15.1,1509.8,2150.3,Healthy
M-023,Hydraulic Pump,13,63.15,1.236,4.54,389.84,15.23,1506.3,2158.8,Healthy
M-023,Hydraulic Pump,14,63.22,1.338,4.88,389.79,14.94,1520.3,2167.3,Healthy
M-023,Hydraulic Pump,15,62.39,1.204,4.88,393.72,14.82,1503.3,2175.8,Healthy
M-023,Hydraulic Pump,16,60.68,1.18,4.89,390.52,15.75,1508.2,2184.3,Healthy
M-023,Hydraulic Pump,17,62.48,1.174,4.7,391.06,15.26,1506.3,2192.8,Healthy
M-023,Hydraulic Pump,18,62.88,1.135,4.71,391.03,15.21,1505.9,2201.3,Healthy
M-023,Hydraulic Pump,19,62.85,1.309,4.91,392.96,15.48,1511.2,2209.8,Healthy
M-023,Hydraulic Pump,20,63.03,1.449,4.91,389.55,14.48,1505.3,2218.3,Healthy
M-023,Hydraulic Pump,21,63.35,1.331,4.71,392.7,15.53,1512.1,2226.8,Healthy
M-023,Hydraulic Pump,22,63.1,1.2,4.79,392.82,15.34,1504.6,2235.3,Healthy
M-023,Hydraulic Pump,23,65.65,1.035,4.81,389.7,15.27,1491.6,2243.8,Healthy
M-023,Hydraulic Pump,24,64.13,1.336,4.86,390.62,15.38,1509.9,2252.3,Healthy
M-023,Hydraulic Pump,25,63.75,1.201,4.81,393.4,15.35,1505.8,2260.8,Healthy
M-023,Hydraulic Pump,26,63.05,1.238,4.88,393.78,15.01,1502.1,2269.3,Healthy
M-023,Hydraulic Pump,27,62.93,1.151,4.74,393.23,15.03,1492.3,2277.8,Healthy
M-023,Hydraulic Pump,28,63.62,1.163,4.89,393.41,15.2,1490.9,2286.3,Healthy
M-023,Hydraulic Pump,29,60.25,1.135,4.83,393.65,15.23,1528.2,2294.8,Healthy
M-023,Hydraulic Pump,30,60.81,1.23,4.79,391.71,15.74,1521.7,2303.3,Healthy
M-023,Hydraulic Pump,31,62.67,1.319,4.85,389.09,15.14,1503.2,2311.8,Healthy
M-023,Hydraulic Pump,32,62.53,1.114,4.85,391.86,15.38,1509.7,2320.3,Healthy
M-023,Hydraulic Pump,33,64.57,1.479,4.79,393.19,15.87,1515.2,2328.8,Healthy
M-023,Hydraulic Pump,34,63.46,0.997,4.78,390.42,15.62,1501.4,2337.3,Healthy
M-023,Hydraulic Pump,35,62.5,1.317,4.75,391.8,15.18,1514.2,2345.8,Healthy
M-023,Hydraulic Pump,36,63.39,1.291,4.85,387.89,15.18,1507.7,2354.3,Healthy
M-023,Hydraulic Pump,37,63.52,1.165,4.84,391.39,14.88,1498.0,2362.8,Healthy
M-023,Hydraulic Pump,38,63.06,1.337,4.77,390.81,15.42,1514.6,2371.3,Healthy
M-023,Hydraulic Pump,39,63.01,1.296,4.89,392.67,14.79,1522.0,2379.8,Healthy
M-023,Hydraulic Pump,40,63.26,1.378,4.76,390.87,15.34,1491.4,2388.3,Healthy
M-023,Hydraulic Pump,41,62.07,1.256,4.7,391.46,15.23,1516.3,2396.8,Healthy
M-023,Hydraulic Pump,42,62.05,1.428,4.74,387.81,15.52,1509.2,2405.3,Healthy
M-023,Hydraulic Pump,43,64.33,1.304,4.84,392.44,15.71,1507.7,2413.8,Healthy
M-023,Hydraulic Pump,44,65.11,1.656,4.84,392.24,15.79,1504.6,2422.3,Healthy
M-023,Hydraulic Pump,45,65.69,1.702,4.77,388.63,15.52,1490.7,2430.8,Healthy
M-023,Hydraulic Pump,46,64.66,1.669,4.96,392.25,15.93,1494.9,2439.3,Healthy
M-023,Hydraulic Pump,47,66.72,1.852,4.87,387.63,16.07,1511.6,2447.8,Healthy
M-023,Hydraulic Pump,48,65.23,1.826,4.78,387.98,15.54,1509.3,2456.3,Healthy
M-023,Hydraulic Pump,49,66.86,1.81,4.77,395.52,15.46,1488.8,2464.8,Healthy
M-023,Hydraulic Pump,50,65.4,1.822,4.78,390.2,15.58,1503.7,2473.3,Healthy
M-023,Hydraulic Pump,51,64.88,2.052,4.74,390.82,15.66,1492.1,2481.8,Healthy
M-023,Hydraulic Pump,52,67.04,2.323,4.77,394.48,15.79,1488.0,2490.3,Healthy
M-023,Hydraulic Pump,53,69.15,2.592,5.0,390.8,16.34,1493.7,2498.8,Healthy
M-023,Hydraulic Pump,54,67.83,2.212,4.86,390.23,15.91,1484.1,2507.3,Healthy
M-023,Hydraulic Pump,55,68.19,2.545,4.81,391.09,16.62,1485.5,2515.8,Healthy
M-023,Hydraulic Pump,56,68.67,2.527,4.85,389.09,16.48,1494.6,2524.3,Healthy
M-023,Hydraulic Pump,57,68.82,2.513,4.98,392.69,16.8,1487.4,2532.8,Healthy
M-023,Hydraulic Pump,58,67.68,2.787,4.97,390.28,15.95,1482.6,2541.3,Healthy
M-023,Hydraulic Pump,59,69.5,2.621,4.89,392.31,16.21,1493.0,2549.8,Healthy
M-023,Hydraulic Pump,60,70.79,2.679,4.91,392.82,17.32,1471.0,2558.3,Healthy
M-023,Hydraulic Pump,61,71.32,2.978,4.78,389.51,16.26,1478.5,2566.8,Healthy
M-023,Hydraulic Pump,62,70.43,2.781,4.84,393.56,16.57,1466.6,2575.3,Healthy
M-023,Hydraulic Pump,63,71.73,2.905,4.78,391.94,16.93,1460.0,2583.8,Healthy
M-023,Hydraulic Pump,64,70.15,3.123,4.77,393.36,18.06,1468.7,2592.3,Healthy
M-023,Hydraulic Pump,65,73.03,3.309,4.62,394.95,17.13,1472.2,2600.8,Healthy
M-023,Hydraulic Pump,66,72.76,3.648,4.93,391.8,17.58,1474.2,2609.3,Healthy
M-023,Hydraulic Pump,67,72.54,3.823,4.76,391.4,17.77,1449.5,2617.8,Warning
M-023,Hydraulic Pump,68,75.16,3.803,5.16,395.41,17.66,1474.8,2626.3,Warning
M-023,Hydraulic Pump,69,74.99,3.883,4.67,388.4,17.77,1454.5,2634.8,Warning
M-023,Hydraulic Pump,70,74.72,4.132,4.92,389.85,18.21,1449.1,2643.3,Warning
M-023,Hydraulic Pump,71,73.57,4.125,4.75,389.96,18.34,1459.6,2651.8,Warning
M-023,Hydraulic Pump,72,74.98,3.997,4.76,395.13,18.45,1463.7,2660.3,Warning
M-023,Hydraulic Pump,73,76.23,4.265,4.92,393.81,18.05,1444.5,2668.8,Warning
M-023,Hydraulic Pump,74,74.59,4.333,4.9,390.05,18.66,1463.8,2677.3,Warning
M-023,Hydraulic Pump,75,76.95,4.536,4.89,390.1,18.23,1440.9,2685.8,Warning
M-023,Hydraulic Pump,76,76.05,4.764,4.78,393.47,18.76,1443.5,2694.3,Warning
M-023,Hydraulic Pump,77,78.9,4.66,4.75,392.67,17.92,1441.7,2702.8,Warning
M-023,Hydraulic Pump,78,79.15,5.05,4.98,390.98,19.08,1432.9,2711.3,Warning
M-023,Hydraulic Pump,79,78.43,5.177,4.83,391.56,18.57,1440.5,2719.8,Warning
M-023,Hydraulic Pump,80,80.38,5.22,4.71,393.24,18.7,1434.7,2728.3,Warning
M-023,Hydraulic Pump,81,78.06,5.234,4.73,390.35,19.19,1439.3,2736.8,Warning
M-023,Hydraulic Pump,82,81.48,5.097,4.9,391.66,19.1,1423.3,2745.3,Warning
M-023,Hydraulic Pump,83,80.99,5.529,4.87,390.85,18.53,1424.1,2753.8,Warning
M-023,Hydraulic Pump,84,80.18,5.872,4.84,392.73,19.76,1428.3,2762.3,Warning
M-023,Hydraulic Pump,85,81.64,5.685,4.63,391.53,19.77,1423.1,2770.8,Warning
M-023,Hydraulic Pump,86,82.85,5.731,4.8,389.95,20.02,1421.5,2779.3,Warning
M-023,Hydraulic Pump,87,82.46,5.984,4.73,390.59,20.12,1408.2,2787.8,Warning
M-023,Hydraulic Pump,88,83.7,6.04,4.7,394.98,20.48,1411.7,2796.3,Critical
M-023,Hydraulic Pump,89,83.98,6.016,4.67,388.99,20.16,1413.2,2804.8,Critical
M-023,Hydraulic Pump,90,85.28,6.469,4.86,389.08,20.42,1416.8,2813.3,Critical
M-023,Hydraulic Pump,91,84.93,6.295,4.95,391.42,19.46,1425.9,2821.8,Critical
M-023,Hydraulic Pump,92,85.43,6.94,4.87,390.84,20.63,1401.3,2830.3,Critical
M-023,Hydraulic Pump,93,86.64,7.02,4.74,392.31,20.44,1403.2,2838.8,Critical
M-023,Hydraulic Pump,94,89.51,6.973,4.91,391.39,21.77,1394.5,2847.3,Critical
M-023,Hydraulic Pump,95,85.81,7.245,4.79,392.07,21.56,1403.0,2855.8,Critical
M-023,Hydraulic Pump,96,90.96,7.192,4.76,386.54,21.2,1379.3,2864.3,Critical
M-023,Hydraulic Pump,97,89.25,7.485,4.83,391.63,21.55,1400.1,2872.8,Critical
M-023,Hydraulic Pump,98,90.83,7.442,4.61,393.6,21.28,1385.2,2881.3,Critical
M-023,Hydraulic Pump,99,90.42,7.602,4.76,388.67,21.66,1382.9,2889.8,Critical
M-023,Hydraulic Pump,100,90.74,7.761,4.93,395.48,21.71,1383.8,2898.3,Critical
M-024,Centrifugal Compressor,1,62.71,1.964,5.43,404.71,16.71,1518.6,7933.0,Healthy
M-024,Centrifugal Compressor,2,63.54,2.005,5.44,407.05,17.03,1517.3,7941.5,Healthy
M-024,Centrifugal Compressor,3,63.55,2.009,5.66,405.55,17.08,1511.0,7950.0,Healthy
M-024,Centrifugal Compressor,4,63.28,2.1,5.45,403.98,16.82,1511.0,7958.5,Healthy
M-024,Centrifugal Compressor,5,63.81,1.955,5.43,405.62,17.33,1523.8,7967.0,Healthy
M-024,Centrifugal Compressor,6,64.47,1.967,5.36,405.67,17.09,1517.9,7975.5,Healthy
M-024,Centrifugal Compressor,7,61.93,1.975,5.52,406.5,16.7,1514.7,7984.0,Healthy
M-024,Centrifugal Compressor,8,63.9,1.933,5.4,405.9,16.25,1513.2,7992.5,Healthy
M-024,Centrifugal Compressor,9,65.57,1.96,5.41,401.52,16.64,1506.3,8001.0,Healthy
M-024,Centrifugal Compressor,10,62.4,2.111,5.29,406.16,16.41,1504.2,8009.5,Healthy
M-024,Centrifugal Compressor,11,64.01,1.945,5.36,404.54,16.76,1515.2,8018.0,Healthy
M-024,Centrifugal Compressor,12,62.63,1.975,5.37,406.27,16.73,1523.9,8026.5,Healthy
M-024,Centrifugal Compressor,13,63.74,2.193,5.53,406.05,16.98,1517.6,8035.0,Healthy
M-024,Centrifugal Compressor,14,64.42,1.849,5.37,406.5,16.88,1514.8,8043.5,Healthy
M-024,Centrifugal Compressor,15,60.83,2.039,5.48,405.05,16.72,1530.2,8052.0,Healthy
M-024,Centrifugal Compressor,16,62.6,2.041,5.42,406.15,16.73,1518.0,8060.5,Healthy
M-024,Centrifugal Compressor,17,61.4,2.045,5.28,405.79,16.9,1513.8,8069.0,Healthy
M-024,Centrifugal Compressor,18,61.69,2.008,5.58,408.58,16.5,1510.5,8077.5,Healthy
M-024,Centrifugal Compressor,19,62.7,2.209,5.22,404.57,16.83,1517.3,8086.0,Healthy
M-024,Centrifugal Compressor,20,62.31,2.03,5.43,404.86,16.31,1513.4,8094.5,Healthy
M-024,Centrifugal Compressor,21,63.05,1.805,5.44,407.63,16.56,1512.2,8103.0,Healthy
M-024,Centrifugal Compressor,22,61.94,2.042,5.34,408.57,16.73,1497.7,8111.5,Healthy
M-024,Centrifugal Compressor,23,63.51,2.266,5.45,408.06,16.92,1522.8,8120.0,Healthy
M-024,Centrifugal Compressor,24,63.96,2.174,5.43,402.25,16.3,1506.3,8128.5,Healthy
M-024,Centrifugal Compressor,25,59.8,2.008,5.54,402.81,16.94,1519.1,8137.0,Healthy
M-024,Centrifugal Compressor,26,63.1,2.202,5.39,408.72,16.62,1517.6,8145.5,Healthy
M-024,Centrifugal Compressor,27,62.66,1.949,5.26,406.83,17.16,1516.9,8154.0,Healthy
M-024,Centrifugal Compressor,28,63.44,1.873,5.44,401.52,16.27,1525.6,8162.5,Healthy
M-024,Centrifugal Compressor,29,62.84,2.073,5.45,407.28,16.59,1517.2,8171.0,Healthy
M-024,Centrifugal Compressor,30,62.74,1.876,5.36,406.51,16.55,1511.9,8179.5,Healthy
M-024,Centrifugal Compressor,31,63.77,2.079,5.43,402.43,16.84,1506.0,8188.0,Healthy
M-024,Centrifugal Compressor,32,62.8,1.932,5.49,409.34,16.63,1513.6,8196.5,Healthy
M-024,Centrifugal Compressor,33,64.06,2.129,5.39,406.42,17.4,1509.5,8205.0,Healthy
M-024,Centrifugal Compressor,34,62.12,2.155,5.61,406.03,16.09,1518.0,8213.5,Healthy
M-024,Centrifugal Compressor,35,62.2,2.117,5.26,402.73,16.58,1528.1,8222.0,Healthy
M-024,Centrifugal Compressor,36,61.18,2.021,5.25,406.26,16.76,1503.5,8230.5,Healthy
M-024,Centrifugal Compressor,37,64.37,1.829,5.56,408.43,16.79,1522.1,8239.0,Healthy
M-024,Centrifugal Compressor,38,62.61,1.875,5.42,402.54,16.68,1505.0,8247.5,Healthy
M-024,Centrifugal Compressor,39,64.0,2.106,5.47,406.36,17.34,1523.1,8256.0,Healthy
M-024,Centrifugal Compressor,40,64.87,1.952,5.34,400.83,16.55,1514.6,8264.5,Healthy
M-024,Centrifugal Compressor,41,63.35,1.996,5.47,407.01,16.52,1507.2,8273.0,Healthy
M-024,Centrifugal Compressor,42,62.91,2.072,5.34,405.16,16.19,1520.3,8281.5,Healthy
M-024,Centrifugal Compressor,43,63.66,2.066,5.48,405.94,17.25,1504.5,8290.0,Healthy
M-024,Centrifugal Compressor,44,63.07,2.168,5.55,407.26,16.32,1501.7,8298.5,Healthy
M-024,Centrifugal Compressor,45,62.62,2.103,5.49,403.49,16.9,1493.5,8307.0,Healthy
M-024,Centrifugal Compressor,46,61.94,2.163,5.28,403.47,16.5,1516.3,8315.5,Healthy
M-024,Centrifugal Compressor,47,61.49,2.056,5.36,408.0,16.52,1515.1,8324.0,Healthy
M-024,Centrifugal Compressor,48,63.03,2.01,5.48,407.63,16.51,1517.2,8332.5,Healthy
M-024,Centrifugal Compressor,49,61.71,2.128,5.42,404.95,16.8,1519.6,8341.0,Healthy
M-024,Centrifugal Compressor,50,64.53,2.124,5.51,409.49,16.35,1524.3,8349.5,Healthy
M-024,Centrifugal Compressor,51,62.34,2.016,5.45,404.39,16.46,1514.4,8358.0,Healthy
M-024,Centrifugal Compressor,52,63.38,2.05,5.38,408.53,16.37,1513.6,8366.5,Healthy
M-024,Centrifugal Compressor,53,65.56,2.259,5.54,404.43,16.83,1505.9,8375.0,Healthy
M-024,Centrifugal Compressor,54,64.34,2.161,5.53,404.1,16.29,1524.9,8383.5,Healthy
M-024,Centrifugal Compressor,55,66.41,2.338,5.63,406.02,16.69,1510.2,8392.0,Healthy
M-024,Centrifugal Compressor,56,67.45,2.474,5.62,405.69,17.24,1515.7,8400.5,Healthy
M-024,Centrifugal Compressor,57,66.45,2.305,5.59,404.93,17.0,1494.7,8409.0,Healthy
M-024,Centrifugal Compressor,58,66.92,2.632,5.69,405.75,16.81,1506.2,8417.5,Healthy
M-024,Centrifugal Compressor,59,67.02,2.472,5.76,404.93,17.34,1516.5,8426.0,Healthy
M-024,Centrifugal Compressor,60,68.33,2.584,5.94,408.67,16.81,1521.8,8434.5,Healthy
M-024,Centrifugal Compressor,61,70.59,2.291,5.88,404.59,17.29,1524.1,8443.0,Healthy
M-024,Centrifugal Compressor,62,67.58,2.563,5.88,408.03,17.51,1513.6,8451.5,Healthy
M-024,Centrifugal Compressor,63,69.04,2.9,6.02,402.84,17.15,1518.2,8460.0,Healthy
M-024,Centrifugal Compressor,64,69.69,2.558,6.15,407.47,17.3,1524.3,8468.5,Healthy
M-024,Centrifugal Compressor,65,70.39,2.884,6.16,406.26,17.44,1510.0,8477.0,Healthy
M-024,Centrifugal Compressor,66,69.15,2.696,6.16,402.03,17.93,1513.6,8485.5,Healthy
M-024,Centrifugal Compressor,67,74.1,2.701,6.35,404.78,17.7,1516.6,8494.0,Healthy
M-024,Centrifugal Compressor,68,73.3,2.872,6.09,405.4,17.77,1499.0,8502.5,Healthy
M-024,Centrifugal Compressor,69,74.85,2.78,6.44,405.85,17.67,1522.9,8511.0,Healthy
M-024,Centrifugal Compressor,70,76.81,2.948,6.55,405.33,18.28,1512.0,8519.5,Healthy
M-024,Centrifugal Compressor,71,77.76,3.128,6.52,400.61,18.18,1505.0,8528.0,Healthy
M-024,Centrifugal Compressor,72,76.75,3.208,6.6,407.4,17.98,1502.7,8536.5,Healthy
M-024,Centrifugal Compressor,73,76.16,3.071,6.6,408.22,18.44,1532.7,8545.0,Healthy
M-024,Centrifugal Compressor,74,76.67,3.308,6.75,405.45,17.93,1510.0,8553.5,Healthy
M-024,Centrifugal Compressor,75,77.86,3.431,6.81,407.41,18.38,1513.1,8562.0,Warning
M-024,Centrifugal Compressor,76,79.85,3.297,6.79,406.41,18.06,1517.0,8570.5,Warning
